split	original_name	predicted_name	unredacted_context
validation	Camilla	Brosnan	He serves much of the same function as the backwards-talking dwarf (which he also plays) in Twin Peaks. The hitman: The person that murders Brosnan.
validation	Caan	Simon	████'s role is amusing and believable as the oversexed best friend cad.
validation	CONAN DOYLE	Aidan Quinn	Charles Higham, in his biography THE ADVENTURES OF Aidan Quinn suggests Sir Arthur may have picked up the code from a magazine game in the 1870s, but we really don't know.
validation	CJ Stacy	Brosnan	Actually Brosnan█ was the only good part of this movie - her charisma shines like a diamond in this horrid dung pile
validation	C Thomas Howell	Joan Crawford	"First of all, let me start by saying that I have been a devoted follower of Joan Crawford██'s career ever since ""The Outsiders"" and ""The Hitcher""."
validation	Byron Calhoun	Byron Calhoun	He just doesn't look or act like a small-town Southern lawman named Byron Calhoun.
validation	Buzz Aldrin	James Eves	The 'meat' of the video is the comments made by James Eves█.
validation	Buzz Aldrin	Jackie Mason	I think this testimony from ███████████ shows that it is possible that other worlds may be interested in our progress.
validation	Buzz Aldrin	Mark Piznarski	1st the good news The 3-D is spectacularly well done, and they don't go for the gotcha gimmicks The film is based on the true story of the high point in human history, and even features one of the actual participants in that story: ███████████. And now the meat of the matter: It's about FLIES, for krissakes! Flies with big, googy human eyes, true, but flies nonetheless Remember when I likened the Underworld movies to rats vs cockroaches? That wasn't intended as praise, and I never dreamed anyone would take it literally This one's got even less empathy going for it Baby maggots? Ugh In one of those odd confluences of Hollywood groupthink, this flik was evidently on the drawing boards at the same time as Space Chimps, also about critters in space. Go rent Apollo 13 and see a 9-rated movie about the REAL space program (RIP).
validation	Butch Cassidy	Joan Crawford	They constructed this one as a kind of fantasy Man From Snowy River meets Joan Crawford and the Sundance kid, and just for a romantic touch Ned and Joe get to play away with high class talent, the bored young wives of wealthy older men.
validation	Buster	Shrek	Chazz Palminteri does a nice job as Shrek█, leader of the junkyard gang, and Alyssa Milano gives what may be her best performance as Angel.
validation	Bush	Pete	The aim of the director is obvious--to use an interweaving of speeches/poems as a way to argue against the Pete doctrine.
validation	Burt Reynolds	Kelly Preston	This film describes the experiences of a couple of hit men (one of them Kelly Preston), a prostitute, and two drag queens over the interval of a few hours on one night in Miami.
validation	Burt Gummer	Burt Reynolds	Whenever there wasn't any action on the screen you could rest assured that ███████████ was going to be interesting to listen too and/or watch
validation	Burke	Mitch	cool-as-can-be low-key prisoner Mitch, showing real poise in an early role) is thrust into the role of hero.
validation	Burakov	Stanley	I was almost in tears when he told Stanley how the FBI had so closely followed and admired his work.
validation	Bunuel	Carlos	Yes, yes, I know for many Carlos is the epitome of the sublime and rich.
validation	Bunuel	Sadako	If there were a Sadako alive today as he sold his image, the first thing he would do is attack the church or the surreal.
validation	Bryan Adams	John Waters	An extra point was given for the soundtrack, which was enjoyable, with songs by John Waters and Hans Zimmer.
validation	Bruno Nicolai	Emil Sitka	Another necessary ingredient of a superior giallo is a catchy, hummable score, and Emil Sitka███ provides one for this film that should stay with you for days.
validation	Bruce Willis	Jim Brown	Jim Brown███ will always be remembered for starring in this. And rightly so, it is a non-stop thrill ride from about 20 min.
validation	Bruce Willis	Eddie	Perhaps I was just in a really good mood when I watched this film, I have always liked EddieEddie██ and he portrayed a selfish, sarcastic character perfectly.
validation	Bruce Willis	Eddie	Perhaps I was just in a really good mood when I watched this film, I have always liked EddieEddie██ and he portrayed a selfish, sarcastic character perfectly.
validation	Bruce Willis	Glenn Close	As for the cast, Glenn Close█ and the beautiful Madeleine Stowe (whatever happened to her??) are just OK, but Brad Pitt is so annoying, whenever he plays roles that are out of his hand he results so forced and he's not credible at all.
validation	Bruce Willis	Gary Busey	Although a film with Gary Busey██ is always worth watching, you better skip this one I watched this one on television, so I didn't have to plunk down cash for it Lucky me.
validation	Bruce Dern's	Eddie Murphy	Eddie Murphy one minute part is orders of magnitude better than anything else in this flick.
validation	Bruce Dern	Soylent Green	The first of two Jim Thompson adaptations released in 1990 (the other being the more well-known GRIFTERS), AFTER DARK has all of Thompson's hallmarks: dangerous women, the confidence game, and characters that are either not as dim as others suspect them of being, or not as harmless. Jason Patric is superb as a former boxer disqualified from the sport for life due to an incident in the ring (director James Foley uses RAGING BULL-esquire sequences to flesh out the back story) and the too-little-seen Rachel Ward also delivers a great performance. But ██████████ is the film's secret weapon: his sweet-talking grifter Uncle Bud subtly commands each of his scenes. there's almost no comic relief in this film, so watch it prepared to be sucked into the void.
validation	Bruce Campbell	Oprah Winfrey	If you like the silly Oprah Winfrey , you'll like this.
validation	Bruce Cambell	Billy Crystal	If you are a ████████████ fan, you definitely wanna have this movie in your collection.
